"time","m.friendly_name_str","m.value","state.state"
"2023-07-17T05:12:54.220+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:12:55.655+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:12:56.268+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:12:59.239+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:13:00.672+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:13:01.274+01:00","MQTT iPhoneJD BedroomJK Raw","0.43",
"2023-07-17T05:13:05.718+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:13:06.290+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:13:09.214+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:13:10.648+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:13:11.310+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:13:14.206+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:13:15.665+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:13:19.212+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:13:21.344+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:13:24.225+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:13:25.658+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:13:29.246+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:13:31.276+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:13:34.257+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:13:35.728+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:13:36.297+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:13:39.279+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:13:40.652+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:13:41.311+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:13:45.855+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:13:46.265+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:13:49.213+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:13:50.654+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:13:54.231+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:13:55.667+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:13:56.266+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:13:59.241+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:14:01.279+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:14:05.722+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:14:09.216+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:14:10.655+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:14:11.518+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:14:14.208+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:14:15.649+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:14:16.269+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:14:20.668+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:14:21.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:14:24.233+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:14:25.666+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:14:29.245+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:14:30.689+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:14:31.282+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:14:34.210+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:14:35.712+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:14:40.658+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:14:45.646+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:14:46.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:14:49.218+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:14:50.780+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:14:51.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:14:54.232+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:14:56.280+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:14:59.290+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:15:00.713+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:15:01.288+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:15:04.210+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:15:05.648+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:15:06.304+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:15:10.731+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:15:11.410+01:00","MQTT iPhoneJD BedroomJK Raw","0.43",
"2023-07-17T05:15:15.656+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:15:16.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:15:19.220+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:15:20.674+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:15:21.856+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:15:24.236+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:15:25.676+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:15:29.255+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:15:31.290+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:15:34.265+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:15:39.207+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:15:40.647+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:15:46.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:15:49.226+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:15:50.677+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:15:51.277+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:15:54.243+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:15:55.677+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:15:56.276+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:15:59.257+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:16:00.705+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:16:01.313+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:16:04.220+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:16:09.209+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:16:10.649+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:16:11.316+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:16:15.650+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:16:19.257+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:16:20.670+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:16:21.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:16:24.274+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T05:16:25.697+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:16:26.280+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:16:29.255+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:16:30.807+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:16:31.321+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:16:34.205+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:16:35.728+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:16:36.314+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:16:39.205+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:16:40.650+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:16:41.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:16:44.865+01:00","MQTT iPhoneJD Office Raw","5.91",
"2023-07-17T05:16:46.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:16:49.234+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:16:50.689+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:16:51.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:16:54.251+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:16:55.694+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:16:56.284+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:16:59.206+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T05:17:00.719+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:17:04.209+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:17:05.659+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:17:06.318+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:17:09.206+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:17:10.651+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:17:11.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:17:15.653+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:17:16.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:17:19.232+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:17:24.249+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:17:25.690+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:17:29.211+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:17:30.808+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:17:31.303+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:17:34.205+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:17:35.662+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:17:36.321+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:17:39.205+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:17:41.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:17:44.218+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:17:45.657+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:17:49.235+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:17:50.683+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:17:51.277+01:00","MQTT iPhoneJD BedroomJK Raw","0.43",
"2023-07-17T05:17:55.702+01:00","MQTT iPhoneJD LivingRoom Raw","2.06",
"2023-07-17T05:17:56.287+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:17:59.217+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:18:00.652+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:18:04.205+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:18:05.649+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:18:06.325+01:00","MQTT iPhoneJD BedroomJK Raw","0.55",
"2023-07-17T05:18:09.213+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:18:11.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:18:14.229+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:18:15.660+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:18:19.245+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:18:20.878+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:18:22.132+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:18:24.262+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:18:26.293+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:18:30.649+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:18:31.311+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:18:34.391+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:18:35.653+01:00","MQTT iPhoneJD LivingRoom Raw","3.06",
"2023-07-17T05:18:36.316+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:18:40.651+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:18:41.642+01:00","MQTT iPhoneJD BedroomJK Raw","0.52",
"2023-07-17T05:18:44.226+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:18:46.278+01:00","MQTT iPhoneJD BedroomJK Raw","0.43",
"2023-07-17T05:18:49.250+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:18:50.691+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:18:51.279+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:18:54.261+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:18:55.732+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:18:56.296+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:19:01.315+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:19:04.210+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:19:05.653+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:19:06.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:19:11.274+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:19:14.238+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:19:15.668+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:19:16.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:19:19.251+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:19:20.727+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:19:25.725+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:19:29.218+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:19:31.317+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:19:35.653+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:19:36.273+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:19:39.231+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:19:40.854+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:19:41.271+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:19:44.240+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:19:45.678+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:19:49.251+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:19:54.263+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:20:01.316+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:20:04.211+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:20:05.652+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:20:06.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.59",
"2023-07-17T05:20:09.226+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:20:10.901+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:20:11.959+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:20:14.246+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:20:15.672+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:20:16.272+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:20:21.293+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:20:24.267+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:20:26.304+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:20:31.341+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:20:34.214+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:20:36.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:20:39.228+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:20:40.661+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:20:44.245+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:20:45.696+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:20:46.278+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:20:49.257+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:20:54.213+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:21:00.663+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:21:04.213+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:21:05.657+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:21:06.273+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:21:14.252+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:21:19.263+01:00","MQTT iPhoneJD Office Raw","9.36",
"2023-07-17T05:21:20.930+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:21:24.216+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:21:25.923+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:21:29.208+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:21:30.655+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:21:35.659+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:21:39.240+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:21:40.663+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:21:45.681+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:21:49.208+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:21:50.745+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:21:51.293+01:00","MQTT iPhoneJD BedroomJK Raw","0.67",
"2023-07-17T05:21:55.733+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:21:56.314+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:21:59.209+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:22:01.273+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:22:04.226+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:22:06.276+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:22:09.238+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:22:10.668+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:22:11.277+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:22:15.701+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:22:19.210+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:22:20.748+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:22:24.206+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:22:25.665+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:22:30.667+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:22:31.647+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:22:34.219+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:22:35.665+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:22:36.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:22:39.237+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:22:40.676+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:22:46.293+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:22:49.215+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:22:54.208+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:23:00.668+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:23:01.276+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:23:04.224+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:23:05.670+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:23:06.278+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:23:10.702+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:23:11.280+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:23:15.713+01:00","MQTT iPhoneJD LivingRoom Raw","2.87",
"2023-07-17T05:23:16.297+01:00","MQTT iPhoneJD BedroomJK Raw","0.67",
"2023-07-17T05:23:19.212+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:23:20.753+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:23:22.560+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:23:24.208+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:23:26.350+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:23:29.214+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:23:30.670+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:23:31.277+01:00","MQTT iPhoneJD BedroomJK Raw","0.67",
"2023-07-17T05:23:34.273+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:23:36.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:23:40.683+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:23:41.279+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:23:45.709+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:23:49.216+01:00","MQTT iPhoneJD Office Raw","8.77",
"2023-07-17T05:23:50.820+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:23:54.211+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:23:59.217+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:24:00.668+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:24:04.233+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:24:05.680+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:24:06.278+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:24:09.258+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:24:10.685+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:24:11.304+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:24:14.210+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:24:21.335+01:00","MQTT iPhoneJD BedroomJK Raw","0.45",
"2023-07-17T05:24:24.214+01:00","MQTT iPhoneJD Office Raw","8.21",
"2023-07-17T05:24:25.679+01:00","MQTT iPhoneJD LivingRoom Raw","2.68",
"2023-07-17T05:24:26.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:24:29.263+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:24:30.679+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:24:31.280+01:00","MQTT iPhoneJD BedroomJK Raw","0.63",
"2023-07-17T05:24:34.240+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:24:35.681+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:24:36.275+01:00","MQTT iPhoneJD BedroomJK Raw","0.48",
"2023-07-17T05:24:39.260+01:00","MQTT iPhoneJD Office Raw","7.2",
"2023-07-17T05:24:40.731+01:00","MQTT iPhoneJD LivingRoom Raw","2.51",
"2023-07-17T05:24:44.214+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:24:49.211+01:00","MQTT iPhoneJD Office Raw","7.69",
"2023-07-17T05:24:54.212+01:00","MQTT iPhoneJD Office Raw","6.74",
"2023-07-17T05:24:55.682+01:00","MQTT iPhoneJD LivingRoom Raw","2.35",
"2023-07-17T05:24:59.855+01:00","MQTT iPhoneJD Office Raw","6.31",
"2023-07-17T05:25:00.690+01:00","MQTT iPhoneJD LivingRoom Raw","2.2",
"2023-07-17T05:25:04.238+01:00","MQTT iPhoneJD Office Raw","8.21",
